title,author,ISBN,ISBN13,rating,avg_rating,publisher,binding,number_pages,year_published,original_publication_year,date_read,date_added,bookshelves,bookshleves_with_position,exclusive_shelf,my_review,open_library_url_info_ISBN,open_library_url_info_ISBN13,notes,recommendation_from
To Kill a Mockingbird,Harper Lee,,,5.0,4.27,Harper Perennial Modern Classics,Paperback,324,2006.0,1960.0,2009/09/01,2010/11/08,romans,romans (#1),read,,,,,
Toute La Geographie Du Monde,Jean-Claude Barreau,2253123811,9782253123811.0,3.0,3.48,Livre de Poche,Paperback,405,2009.0,2007.0,2009/01/01,2010/11/08,,,read,,,,,
La vie devant soi, Romain Gary (Émile Ajar),2070425061,9782070425068.0,4.0,4.37,Gallimard,Paperback,246,2005.0,2005.0,2009/01/01,2010/11/08,,,read,,,,,
Toute l'histoire du monde,Jean-Claude Barreau,2253118605,9782253118602.0,4.0,3.21,Livre de Poche,Mass Market Paperback,412,2007.0,2005.0,2009/01/01,2010/11/08,history,history (#1),read,,https://openlibrary.org/books/OL26116351M/Toute_Lhistoire_Du_Monde_De_La_Prhistoire_Nos_Jours,https://openlibrary.org/books/OL26116351M/Toute_Lhistoire_Du_Monde_De_La_Prhistoire_Nos_Jours,,
L'Éducation d'une fée,Didier van Cauwelaert,2253153265,9782253153269.0,4.0,3.69,Albin Michel,Paperback,221,2005.0,2000.0,2009/01/01,2010/11/08,,,read,,https://openlibrary.org/books/OL22071849M/L'_e\u0301ducation_d'une_fe\u0301e,https://openlibrary.org/books/OL22071849M/L'_e\u0301ducation_d'une_fe\u0301e,,
A Son of the Circus,John Irving,345915623,9780345915627.0,3.0,3.63,Ballantine Books,Paperback,680,,1994.0,2009/01/01,2010/11/08,,,read,,,https://openlibrary.org/books/OL10686509M/A_Son_of_the_Circus,,
Open Veins of Latin America: Five Centuries of the Pillage of a Continent,Eduardo Galeano,853459916,9780853459910.0,0.0,4.26,Monthly Review Press,Paperback,285,1997.0,1971.0,2008/08/23,2014/12/23,,,read,,,https://openlibrary.org/books/OL697213M/Open_veins_of_Latin_America,,
The Basketball Diaries,Jim Carroll,,,4.0,3.95,Penguin Books/Penguin Group (USA) Inc.,Paperback,224,1995.0,1978.0,2008/01/01,2012/06/20,,,read,,,,,
Boris Vian,Claire Julliard,2070319636,9782070319633.0,3.0,3.77,Gallimard Education,Mass Market Paperback,369,2007.0,2007.0,2008/01/01,2010/11/08,biography,biography (#1),read,,https://openlibrary.org/books/OL26577750M/Boris_Vian,https://openlibrary.org/books/OL26577750M/Boris_Vian,,
L'apprentissage Du Bonheur: Principes,Tal Ben-Shahar,2714444202,9782714444202.0,3.0,3.85,Belfond,,246,2008.0,2007.0,2008/01/01,2010/11/08,,,read,,,,,
La grande désillusion,Joseph E. Stiglitz,2253155381,9782253155386.0,4.0,3.86,Livre de Poche,Mass Market Paperback,407,2003.0,2002.0,2008/01/01,2010/11/08,economy,economy (#3),read,,https://openlibrary.org/books/OL26032064M/La_Grande_Dsillusion_Traduit_De_Langlais_Amricain_Par_Paul_Chemla,https://openlibrary.org/books/OL26032064M/La_Grande_Dsillusion_Traduit_De_Langlais_Amricain_Par_Paul_Chemla,,
The World According to Garp,John Irving,345915593,9780345915597.0,5.0,4.08,Ballantine Books,Hardcover,610,1999.0,1978.0,2008/01/01,2010/11/08,,,read,,,,,
Et on tuera tous les affreux ,Boris Vian,,,3.0,3.65,Pauvert,Mass Market Paperback,222,1999.0,1948.0,2008/01/01,2010/11/08,romans,romans (#5),read,,,,,
L'herbe rouge - roman / Les lurettes fourrées - nouvelles,Boris Vian,2720201626,9782720201622.0,3.0,3.95,Pauvert,,217,1981.0,,2008/01/01,2010/11/08,,,read,,,,,
Un aller simple,Didier van Cauwelaert,3150091098,9783150091098.0,3.0,3.29,Reclam, Ditzingen,Paperback,227.0,2003.0,2008/01/01,2010/11/08,,romans,romans (#6),read,https://openlibrary.org/books/OL9019040M/Un_aller_simple.,https://openlibrary.org/books/OL9019040M/Un_aller_simple.,,
Une brève histoire de l'avenir,Jacques Attali,2213631301,9782213631301.0,4.0,3.67,Fayard,Paperback,422,2006.0,2006.0,2007/01/01,2014/10/18,economy,economy (#5),read,,https://openlibrary.org/books/OL22238209M/Une_br\u00e8ve_histoire_de_l'avenir,https://openlibrary.org/books/OL22238209M/Une_br\u00e8ve_histoire_de_l'avenir,,
Si C'est Un Homme,Primo Levi,2221097068,9782221097069.0,0.0,4.32,Robert Laffont,Paperback,301,2002.0,1947.0,2007/01/01,2011/03/23,biography, history,biography (#3),history (#2),,,,
80 Hommes Pour Changer Le Monde,Sylvain Darnil,2253118257,9782253118251.0,4.0,4.28,Le Livre de Poche,Paperback,316,2006.0,2005.0,2007/01/01,2011/01/06,business, entrepreneurship, sustainable-development,business (#4),https://openlibrary.org/books/OL26080170M/80_Hommes_Pour_Changer_Le_Monde_Entreprendre_Pour_La_Plante,https://openlibrary.org/books/OL26080170M/80_Hommes_Pour_Changer_Le_Monde_Entreprendre_Pour_La_Plante,,
L'Odyssée du Jazz,Noël Balen,2867463254,9782867463259.0,5.0,4.25,Liana Lévi,Paperback,768,2003.0,1993.0,2007/01/01,2010/11/08,,,read,,https://openlibrary.org/books/OL8985383M/L'Odyss\u00e9e_du_Jazz,https://openlibrary.org/books/OL8985383M/L'Odyss\u00e9e_du_Jazz,,
Si c'est un homme,Primo Levi,1147701903,9781147701906.0,5.0,3.95,Nabu Press,Paperback,78,2010.0,1882.0,2006/01/12,2016/01/11,,,read,,,,,
Qu'est-ce qu'une nation? ,Ernest Renan,1147701903,9781147701906.0,5.0,3.95,Nabu Press,Paperback,78,2010.0,1882.0,2006/01/12,2016/01/11,,,read,,,,,
Utopia,Thomas More,140449108,9780140449105.0,4.0,3.53,Penguin Classics,Paperback,135,2003.0,1516.0,2006/01/01,2013/08/23,,,read,,,https://openlibrary.org/books/OL3701479M/Utopia,,
L'Écume des jours,Boris Vian,2253140872,9782253140870.0,5.0,4.0,Le Livre de Poche,Paperback,351,1997.0,1947.0,2006/01/01,2010/11/08,romans,romans (#4),read,,https://openlibrary.org/books/OL8888101M/L'Ecume_Des_Jours,https://openlibrary.org/books/OL8888101M/L'Ecume_Des_Jours,,
L'étranger,Albert Camus,2130450849,9782130450849.0,4.0,3.98,Presses universitaires de France,Unknown Binding,126,1993.0,1942.0,2006/01/01,2010/11/08,,,read,,https://openlibrary.org/books/OL838440M/Albert_Camus_L'e\u0301tranger,https://openlibrary.org/books/OL838440M/Albert_Camus_L'e\u0301tranger,,
Les Thanatonautes,Bernard Werber,225313922X,9782253139225.0,4.0,4.04,Le Livre de Poche,Mass Market Paperback,502,1996.0,1994.0,2002/07/27,2016/07/27,,,read,,https://openlibrary.org/books/OL25882464M/Les_Thanatonautes,https://openlibrary.org/books/OL25882464M/Les_Thanatonautes,,
A Very Short History of Portugal,A.H. de Oliveira Marques,,9789896714208.0,0.0,3.63,Tinta da China,Paperback,245,2018.0,1995.0,,2020/03/10,to-read,to-read (#108),to-read,,,,,
Reinventing Organizations: A Guide to Creating Organizations Inspired by the Next Stage of Human Consciousness,Frederic Laloux,,,0.0,4.31,Nelson Parker,Kindle Edition,382,2014.0,2014.0,,2019/12/27,to-read,to-read (#106),to-read,,,,,
Montessori pour les tout petits : L'éducation commence dès la naissance,Paula Polk Lillard,,,0.0,3.86,Marabout,Kindle Edition,263,2017.0,2003.0,,2019/12/19,not-finished,currently-reading (#6),not-finished,,,,,
Good Talk: A Memoir in Conversations,Mira Jacob,039958904X,9780399589041.0,0.0,4.47,One World,Hardcover,349,2019.0,2019.0,,2019/12/09,to-read,to-read (#105),to-read,,https://openlibrary.org/books/OL27344752M/Good_Talk,https://openlibrary.org/books/OL27344752M/Good_Talk,,
Rusty Brown,Chris Ware,224078135,9780224078139.0,0.0,4.31,Jonathan Cape,Hardcover,356,2019.0,2019.0,,2019/12/09,to-read,to-read (#104),to-read,,,,,
Libérées !,Titiou Lecoq,,9782213705347.0,0.0,4.34,Fayard,ebook,260,2017.0,2017.0,,2019/10/19,to-read,to-read (#103),to-read,,,,,
Le Gourmet solitaire,Jirō Taniguchi,2203373342,9782203373341.0,0.0,3.92,Casterman,Paperback,200,2005.0,1997.0,,2019/07/15,to-read,to-read (#102),to-read,,,,,
Upgrade Your Teaching: Understanding by Design Meets Neuroscience,Jay McTighe,1416627340,9781416627340.0,0.0,3.76,ASCD,Paperback,186,2019.0,,,2019/05/14,to-read,to-read (#101),to-read,,https://openlibrary.org/books/OL27338228M/Upgrade_Your_Teaching,https://openlibrary.org/books/OL27338228M/Upgrade_Your_Teaching,,
Génocides tropicaux : Catastrophes naturelles et famines coloniales (1870-1900) Aux origines du sous-développement,Mike  Davis,2707148857,9782707148858.0,0.0,4.11,Editions La Découverte,Paperback,479,2006.0,2000.0,,2019/05/04,to-read,to-read (#99),to-read,,,,,
Making Websites Win: Apply the Customer-Centric Methodology That Has Doubled the Sales of Many Leading Websites,Karl Blanks,154450053X,9781544500539.0,0.0,4.43,Conversion Rate Experts,Hardcover,351,2018.0,,,2019/05/02,to-read,to-read (#98),to-read,,,,,
The Minard System: The Complete Statistical Graphics of Charles-Joseph Minard,Sandra Rendgen,1616896337,9781616896331.0,0.0,4.58,Princeton Architectural Press,Hardcover,176,2018.0,,,2019/04/26,to-read,to-read (#97),to-read,,,,,
L'Invention Du Vide,Nicolas Debon,220506701X,9782205067019.0,0.0,3.43,Dargaud,Hardcover,79,2012.0,2012.0,,2019/04/25,to-read,to-read (#96),to-read,,,,,
The Essential Writings of Ralph Waldo Emerson,Ralph Waldo Emerson,679783229,9780679783220.0,0.0,4.36,Modern Library,Paperback,880,2000.0,1983.0,,2019/04/04,to-read,to-read (#95),to-read,,,https://openlibrary.org/books/OL6785909M/The_essential_writings_of_Ralph_Waldo_Emerson,,
My Favorite Thing Is Monsters,Vol. 2 (My Favorite Thing Is Monsters,168396019X,9781683960195.0,0.0,4.27,Fantagraphics,Paperback,304,2020.0,2020.0,,2019/03/31,to-read,to-read (#94),to-read,,,,,
Ecologie intégrale : Le manifeste,Delphine Batho,,,0.0,3.33,Editions du Rocher,Kindle Edition,71,2019.0,,,2019/03/31,to-read,to-read (#93),to-read,,,,,
Swell: Sailing the Pacific in Search of Surf and Self,Liz  Clark,193834054X,9781938340543.0,0.0,4.42,Patagonia,Hardcover,320,2018.0,2018.0,,2019/02/17,to-read,to-read (#91),to-read,,https://openlibrary.org/books/OL26954413M/Swell,https://openlibrary.org/books/OL26954413M/Swell,,
Moi ce que j’aime c’est les monstres,Emil Ferris,2896943730,9782896943739.0,0.0,4.18,Alto,Paperback,420,2018.0,2017.0,,2019/01/15,not-finished,currently-reading (#5),,,,,,
L’utopie : mode d’emploi pour libérer l’inspiration convaincre et modifier les comportements,Sandrine Roudaut,,,0.0,0.0,La mer salée,Kindle Edition,296,2014.0,,,2018/12/28,to-read,to-read (#88),to-read,,,,,
The Transition Handbook: From Oil Dependency to Local Resilience,Rob Hopkins,1900322188,9781900322188.0,0.0,4.01,Green Books,Paperback,224,2008.0,2008.0,,2018/12/16,to-read,to-read (#87),to-read,,https://openlibrary.org/books/OL17017108M/The_Transition_Handbook,https://openlibrary.org/books/OL17017108M/The_Transition_Handbook,,
The Push: A Climber's Journey of Endurance,Tommy Caldwell,1405924748,9781405924740.0,0.0,4.48,Penguin,Paperback,464,2018.0,2017.0,,2018/12/09,to-read,to-read (#85),to-read,,,,,
Raising An Emotionally Intelligent Child,John M. Gottman,684838656,9780684838656.0,0.0,4.14,Simon  Schuster,Paperback,240,1998.0,1997.0,,2018/12/09,to-read,to-read (#86),to-read,,,https://openlibrary.org/books/OL24773655M/Raising_an_emotionally_intelligent_child,,
Permaculture: Principles & Pathways Beyond Sustainability,David Holmgren,646418440,9780646418445.0,0.0,4.13,Holmgren Design Services,Paperback,286,2002.0,2002.0,,2018/11/30,to-read,to-read (#84),to-read,,,https://openlibrary.org/books/OL3754011M/Permaculture,,
Permaculture: A Designers' Manual,Bill Mollison,908228015,9780908228010.0,0.0,4.47,Tagari Publications,Hardcover,574,1988.0,1988.0,,2018/11/30,to-read,to-read (#83),to-read,,,https://openlibrary.org/books/OL18016824M/Permaculture,,
L'entraide: L'autre loi de la jungle,Pablo Servigne,,9791020904508.0,0.0,4.09,Éditions Les Liens qui libèrent,Kindle Edition,224,2017.0,,,2018/11/29,to-read,to-read (#82),to-read,,,,,
Stand Out of Our Light: Freedom and Resistance in the Attention Economy,James Williams,110845299X,9781108452991.0,0.0,4.14,Cambridge University Press,Paperback,144,2018.0,,,2018/11/18,to-read,to-read (#81),to-read,,https://openlibrary.org/books/OL27043379M/Stand_Out_of_Our_Light,https://openlibrary.org/books/OL27043379M/Stand_Out_of_Our_Light,,
Man's Search for Meaning,Viktor E. Frankl,080701429X,9780807014295.0,0.0,4.36,Beacon Press,Paperback,165,2006.0,1946.0,,2018/11/12,to-read,to-read (#80),to-read,,https://openlibrary.org/books/OL7944581M/Man's_Search_for_Meaning,https://openlibrary.org/books/OL7944581M/Man's_Search_for_Meaning,,
The Science of Meditation: How to Change Your Brain,Daniel Goleman,241975697,9780241975695.0,0.0,3.9,Penguin Life,Paperback,340,2018.0,2017.0,,2018/11/09,not-finished,to-read (#79),not-finished,,,,,
How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,1250066115,9781250066114.0,0.0,4.52,Flatiron Books,Hardcover,576,2015.0,2015.0,,2018/10/24,to-read,to-read (#77),to-read,,https://openlibrary.org/books/OL25894601M/How_Not_to_Die,https://openlibrary.org/books/OL25894601M/How_Not_to_Die,,
Mindfulness in Plain English,Henepola Gunaratana,861713214,9780861713219.0,0.0,4.22,Wisdom Publications,Paperback,208,1996.0,1992.0,,2018/10/24,to-read,to-read (#78),to-read,,,https://openlibrary.org/books/OL18137942M/Mindfulness_in_plain_English,,
Practical Statistics for Data Scientists: 50 Essential Concepts,Peter Bruce,1491952962,9781491952962.0,0.0,4.03,O'Reilly Media,Paperback,318,2017.0,,,2018/10/23,to-read,to-read (#76),to-read,,https://openlibrary.org/books/OL26836530M/Practical_Statistics_for_Data_Scientists_50_Essential_Concepts,https://openlibrary.org/books/OL26836530M/Practical_Statistics_for_Data_Scientists_50_Essential_Concepts,,
Comment Leur Dire ...: La Process Communication,Gérard Collignon,2100490133,9782100490134.0,0.0,3.89,InterEditions,,204,2005.0,2005.0,,2018/09/14,to-read,to-read (#75),to-read,,,,,
Night Sky: Northern Hemisphere,Storm Dunlop,,9780007785377.0,0.0,3.8,Collins,Paperback,251,2008.0,2008.0,,2018/09/06,to-read,to-read (#74),to-read,,,,,
A History of Western Philosophy,Bertrand Russell,671201581,9780671201586.0,0.0,4.08,Simon & Schuster,Paperback,906,1986.0,1945.0,,2018/07/15,to-read,to-read (#73),to-read,,,https://openlibrary.org/books/OL18162408M/A_history_of_western_philosophy,,
How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness,Michael Pollan,241294223,9780241294222.0,0.0,4.27,Allen Lane,,480,2018.0,2018.0,,2018/06/10,not-finished,not-finished,to-read,,,,,
The Almost Nearly Perfect People: Behind the Myth of the Scandinavian Utopia,Michael Booth,224089625,9780224089623.0,0.0,3.87,Jonathan Cape,Paperback,416,2014.0,2014.0,,2018/05/13,to-read,to-read (#72),to-read,,,,,
Coders at Work: Reflections on the Craft of Programming,Peter Seibel,1430219483,9781430219484.0,0.0,3.93,Apress,Paperback,632,2009.0,2009.0,,2018/05/13,to-read,to-read (#71),to-read,,https://openlibrary.org/books/OL25111541M/Coders_at_work,https://openlibrary.org/books/OL25111541M/Coders_at_work,,
Quiet Leadership: Six Steps to Transforming Performance at Work,David Rock,60835915,9780060835910.0,0.0,3.96,Harper Business,Paperback,288,2007.0,2006.0,,2018/03/24,to-read,to-read (#69),to-read,,,https://openlibrary.org/books/OL7282729M/Quiet_Leadership,,
Let My People Go Surfing: The Education of a Reluctant Businessman,Yvon Chouinard,143037838,9780143037835.0,0.0,4.22,Penguin Books,Paperback,272,2006.0,2005.0,,2018/03/24,to-read,to-read (#70),to-read,,,https://openlibrary.org/books/OL7361668M/Let_My_People_Go_Surfing,,
La cinquième discipline: Levier des organisations apprenantes - Plus d'1 million d'exemplaires vendus,Peter M. Senge,,,0.0,3.91,Eyrolles,Kindle Edition,296,2015.0,1990.0,,2018/02/15,to-read,to-read (#68),to-read,,,,,
The River of Consciousness,Oliver Sacks,385352565,9780385352567.0,0.0,3.9,Knopf Publishing Group,Hardcover,256,2017.0,2017.0,,2017/12/11,to-read,to-read (#67),to-read,,,https://openlibrary.org/books/OL26929878M/The_river_of_consciousness,,
WTF?: What's the Future and Why It's Up to Us,Tim O'Reilly,62565710,9780062565716.0,0.0,4.12,Harper Business,Hardcover,448,2017.0,2017.0,,2017/11/04,to-read,to-read (#66),to-read,,,https://openlibrary.org/books/OL26935327M/WTF,,
Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,61339202,9780061339202.0,0.0,4.11,Harper Perennial Modern Classics,Paperback,303,2008.0,1990.0,,2017/09/17,to-read,to-read (#65),to-read,,,https://openlibrary.org/books/OL7289945M/Flow,,
Botanicum (Welcome to the Museum),Katie Scott,1783703946,9781783703944.0,0.0,4.58,Big Picture Press,Hardcover,112,2016.0,,,2017/08/05,to-read,to-read (#64),to-read,,,,,
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Stephon Alexander,465034993,9780465034994.0,0.0,3.55,Basic Books,Hardcover,272,2016.0,2016.0,,2017/07/21,to-read,to-read (#63),to-read,,,https://openlibrary.org/books/OL27208564M/The_jazz_of_physics,,
33 Newport Street : autobiographie d'un intellectuel issu des classes populaires anglaises,Richard Hoggart,,,0.0,3.67,Points,Paperback,371,1991.0,1991.0,,2017/07/16,to-read,to-read (#62),to-read,,,,,
Vous n'aurez pas ma haine,Antoine Leiris,,,0.0,4.3,Fayard,ebook,65,2016.0,2016.0,,2017/05/30,to-read,to-read (#61),to-read,,,,,
The Phoenix Project: A Novel About IT, DevOps,988262592,9780988262591.0,0.0,4.27,IT Revolution Press,Hardcover,345,2013.0,2013.0,,2017/05/22,to-read,to-read (#60),to-read,,,,,
A Mathematics Course for Political and Social Research,Will H. Moore,691159173,9780691159171.0,0.0,4.32,Princeton University Press,Paperback,430,2013.0,2013.0,,2017/05/15,to-read,to-read (#59),to-read,,,https://openlibrary.org/books/OL26088967M/A_Mathematics_Course_For_Political_And_Social_Research,,
Creating a Data-Driven Organization: Practical Advice from the Trenches,Carl  Anderson,,,0.0,3.93,O'Reilly Media,Kindle Edition,304,2015.0,2015.0,,2017/04/25,to-read,to-read (#58),to-read,,,,,
Là où se termine la terre,Chili 1948-1970,Désirée Frappier,,5.0,5.0,4.21,Éditions Steinkis ,,260.0,2017.0,,2017/03/27,2017/03/21,,,read,,,,
La vie sans mode d'emploi,Désirée Frappier,9791090566,,0.0,3.8,Éditions du Mauconduit,,175,2014.0,2014.0,,2017/03/27,to-read,to-read (#57),to-read,,,,,
Le Bureau des jardins et des étangs,Didier Decoin,2234074754,9782234074750.0,0.0,3.51,Stock,Hardcover,396,2017.0,2017.0,,2017/03/21,to-read,to-read (#56),to-read,,,,,
Escalade Et Performancepréparation Et Entraînement,Laurence Guyon,2851806556,9782851806550.0,0.0,2.0,Ed. Amphora,,351,2004.0,2004.0,,2017/03/05,not-finished,currently-reading (#2),,,https://openlibrary.org/books/OL26723785M/Escalade_et_performance_Pr\u00e9paration_et_entra\u00eenement,https://openlibrary.org/books/OL26723785M/Escalade_et_performance_Pr\u00e9paration_et_entra\u00eenement,,
9 Out of 10 Climbers Make the Same Mistakes,Dave MacLeod,095642810X,9780956428103.0,0.0,3.99,Rare Breed Productions,Paperback,176,2009.0,2009.0,,2017/02/27,to-read,to-read (#55),to-read,,https://openlibrary.org/books/OL26093758M/9_Out_Of_10_Climbers_Make_The_Same_Mistakes_Navigation_Through_The_Maze_Of_Advice_For_Selfcoached_Cl,https://openlibrary.org/books/OL26093758M/9_Out_Of_10_Climbers_Make_The_Same_Mistakes_Navigation_Through_The_Maze_Of_Advice_For_Selfcoached_Cl,,
L'autoroute Du Soleil,Baru,2203372362,9782203372368.0,0.0,3.64,Casterman,,237,2002.0,2002.0,,2017/02/18,to-read,to-read (#54),to-read,,https://openlibrary.org/books/OL17135410M/L'_autoroute_du_soleil,,,
Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,1593275994,9781593275990.0,0.0,4.26,No Starch Press,Paperback,479,2015.0,2014.0,,2017/02/10,not-finished,currently-reading (#1),currently-reading,,https://openlibrary.org/books/OL25763874M/Automate_the_Boring_Stuff_with_Python,https://openlibrary.org/books/OL25763874M/Automate_the_Boring_Stuff_with_Python,,
The Penguin Guide to Jazz Recordings,Richard Cook,141023279,9780141023274.0,0.0,4.44,Penguin Books,Paperback,1548,2006.0,1992.0,,2017/02/06,to-read,to-read (#53),to-read,,,https://openlibrary.org/books/OL17238144M/The_Penguin_guide_to_jazz_recordings,,
Mindsight: The New Science of Personal Transformation,Daniel J. Siegel,553804707,9780553804706.0,0.0,4.14,Bantam,Hardcover,314,2010.0,2009.0,,2017/01/23,to-read,to-read (#51),to-read,,,https://openlibrary.org/books/OL24044455M/Mindsight,,
Coaching with the Brain in Mind: Foundations for Practice,David Rock,470405686,9780470405680.0,0.0,4.1,Wiley,Hardcover,511,2009.0,2009.0,,2017/01/23,to-read,to-read (#50),to-read,,,https://openlibrary.org/books/OL23191869M/Coaching_with_the_brain_in_mind,,
Je médite jour après jour: Petit manuel pour vivre en pleine conscience,Christophe André,,,0.0,4.41,Iconoclaste,Kindle Edition,,2015.0,2015.0,,2017/01/16,to-read,to-read (#49),to-read,,,,,
Dear Data,Giorgia Lupi,,,0.0,4.21,Particular Books,Paperback,289,2016.0,2016.0,,2016/09/09,to-read,to-read (#47),to-read,,,,,
Uncharted: Big Data and an Emerging Science of Human History,Erez Aiden,1594487456,9781594487453.0,0.0,3.73,Riverhead Hardcover,Hardcover,256,2013.0,2013.0,,2016/09/09,to-read,to-read (#46),to-read,,https://openlibrary.org/books/OL25607923M/UNCHARTED,https://openlibrary.org/books/OL25607923M/UNCHARTED,,
The Ongoing Moment,Geoff Dyer,1400031680,9781400031689.0,0.0,3.99,Vintage,Paperback,304,2007.0,2005.0,,2016/08/23,to-read,to-read (#43),to-read,,https://openlibrary.org/books/OL8362694M/The_Ongoing_Moment,https://openlibrary.org/books/OL8362694M/The_Ongoing_Moment,,
But Beautiful: A Book About Jazz,Geoff Dyer,865475083,9780865475083.0,0.0,4.25,North Point Press,Paperback,240,1997.0,1991.0,,2016/08/23,to-read,to-read (#44),to-read,,,https://openlibrary.org/books/OL8317223M/But_Beautiful,,
The Incarnations,Susan  Barker,1501106783,9781501106781.0,0.0,3.76,Touchstone,Hardcover,371,2015.0,2014.0,,2016/08/22,to-read,to-read (#39),to-read,,https://openlibrary.org/books/OL27185735M/The_incarnations,https://openlibrary.org/books/OL27185735M/The_incarnations,,
Important Artifacts and Personal Property from the Collection of Lenore Doolan and Harold Morris,Leanne Shapton,374175306,9780374175306.0,0.0,3.89,Sarah Crichton Books,Paperback,129,2009.0,2009.0,,2016/08/22,to-read,,,,,,,
Middlesex,Jeffrey Eugenides,312422156,9780312422158.0,0.0,4.0,Picador USA,Paperback,529,2003.0,2002.0,,2016/08/22,to-read,to-read (#41),to-read,,,https://openlibrary.org/books/OL18261476M/Middlesex,,
The Poisonwood Bible,Barbara Kingsolver,60786507,9780060786502.0,0.0,4.06,Harper Perennial Modern Classics,Hardcover,546,2005.0,1998.0,,2016/08/22,to-read,to-read (#40),to-read,,,https://openlibrary.org/books/OL7281732M/The_Poisonwood_Bible,,
Ivresse de la métamorphose,Stefan Zweig,2253064602,9782253064602.0,0.0,4.04,Le Livre de Poche,Mass Market Paperback,349,1994.0,1982.0,,2016/06/22,to-read,to-read (#38),to-read,,https://openlibrary.org/books/OL8887826M/Ivresse_de_la_m\u00e9tamorphose,https://openlibrary.org/books/OL8887826M/Ivresse_de_la_m\u00e9tamorphose,,
A People's History of the United States,Howard Zinn,60838655,9780060838652.0,0.0,4.08,Harper Perennial,Paperback,729,2005.0,1980.0,,2016/03/26,to-read,to-read (#37),to-read,,,https://openlibrary.org/books/OL20946112M/A_People\u2019s_History_of_the_United_States,,
The Truthful Art: Data,Alberto Cairo,321934075,9780321934079.0,0.0,4.28,New Riders Publishing,Paperback,400,2016.0,2016.0,,2016/03/11,to-read,to-read (#36),to-read,,,,,
Unflattening,Nick Sousanis,674744438,9780674744431.0,0.0,4.08,Harvard University Press,Paperback,208,2015.0,2015.0,,2016/03/11,to-read,to-read (#35),to-read,,,https://openlibrary.org/books/OL26497287M/Unflattening_https_translate.google.com.co_translate_hl_es_sl_en_u_https_www.comicsgrid.com_articles,,
Zero to One: Notes on Startups,Peter Thiel,804139296,9780804139298.0,0.0,4.17,Crown Business,Hardcover,195,2014.0,2014.0,,2016/03/05,to-read,to-read (#34),to-read,,,,,
Things Hidden Since the Foundation of the World,René Girard,804722153,9780804722155.0,0.0,4.31,Stanford University Press,Paperback,480,1987.0,1978.0,,2016/02/01,to-read,to-read (#33),to-read,,,,,
Violence and the Sacred,René Girard,801822181,9780801822186.0,0.0,4.13,Johns Hopkins University Press,Paperback,352,1979.0,1972.0,,2016/02/01,to-read,to-read (#32),to-read,,,https://openlibrary.org/books/OL16605877M/Violence_and_the_sacred,,
Data Analysis with Open Source Tools: A Hands-On Guide for Programmers and Data Scientists,Philipp K. Janert,596802358,9780596802356.0,0.0,4.07,O'Reilly Media,Paperback,509,2010.0,2010.0,,2016/01/31,to-read,to-read (#31),to-read,,,https://openlibrary.org/books/OL25882779M/Data_Analysis_with_Open_Source_Tools,,
In Pursuit of the Unknown: 17 Equations That Changed the World,Ian Stewart,465029736,9780465029730.0,0.0,3.98,Basic Books,Hardcover,352,2012.0,1996.0,,2016/01/31,to-read,to-read (#30),to-read,,,https://openlibrary.org/books/OL25339436M/In_pursuit_of_the_unknown,,
Notre univers mathématique : En quête de la nature ultime du Réel (Quai des Sciences),Max  Tegmark,,,0.0,4.16,Dunod,Kindle Edition,,2014.0,2012.0,,2016/01/23,to-read,to-read (#29),to-read,,,,,
Is God a Mathematician?,Mario Livio,074329405X,9780743294058.0,0.0,3.82,Simon & Schuster,Hardcover,320,2009.0,2009.0,,2016/01/23,to-read,to-read (#28),to-read,,https://openlibrary.org/books/OL22659193M/Is_God_a_mathematician,https://openlibrary.org/books/OL22659193M/Is_God_a_mathematician,,
Data for the Public Good,Alex  Howard,1449329713,9781449329716.0,0.0,3.4,O'Reilly,ebook,22,2012.0,2012.0,,2015/10/24,to-read,to-read (#27),to-read,,,,,
Sapiens: A Brief History of Humankind,Yuval Noah Harari,,,0.0,4.44,Harvill Secker,Paperback,498,2014.0,2011.0,,2015/10/11,to-read,to-read (#25),to-read,,,,,
Feeling Good: The New Mood Therapy,David D. Burns,380810336,9780380810338.0,0.0,4.01,Harper,Mass Market Paperback,736,2008.0,1980.0,,2015/10/11,to-read,to-read (#26),to-read,,,https://openlibrary.org/books/OL19020654M/Feeling_good,,
How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,1594205221,9781594205224.0,0.0,3.96,Penguin Press,Hardcover,480,2014.0,2014.0,,2015/08/26,to-read,to-read (#23),to-read,,https://openlibrary.org/books/OL25631993M/How_not_to_be_wrong,https://openlibrary.org/books/OL25631993M/How_not_to_be_wrong,,
